date,min,max,pm25,q1,q3,stdev,count
2020-08-27T00:00:00.000Z,0.56,2.67,1.4,1.1,1.73,0.39,525
2020-08-28T00:00:00.000Z,0.43,4.7,1.8,1.27,2.83,1.029,458
2020-08-29T00:00:00.000Z,0.32,26.08,2.74,1.17,6.57,4.952,466
2020-08-30T00:00:00.000Z,0.2,31.95,1.83,0.88,5.4,6.689,442
2020-08-31T00:00:00.000Z,0.2,4.15,0.8,0.43,1.3,0.698,472
2020-09-01T00:00:00.000Z,0.4,5.9,0.93,0.7,1.35,0.697,403
2020-09-02T00:00:00.000Z,0.5,7.62,1.73,1.2,3.87,1.853,473
2020-09-03T00:00:00.000Z,0.62,25.65,2.86,1.75,4.5,4.766,470
2020-09-04T00:00:00.000Z,0.8,21.5,1.83,1.4,2.5,3.633,479
2020-09-05T00:00:00.000Z,0.5,5.4,2.12,1.45,2.75,0.849,478
2020-09-06T00:00:00.000Z,0.3,7.37,1.5,0.95,1.8,0.651,478
2020-09-07T00:00:00.000Z,0.3,3.85,1.25,0.95,1.7,0.539,443
2020-09-08T00:00:00.000Z,0.62,16.25,2.52,1.6,7.03,4.122,383
2020-09-09T00:00:00.000Z,0.7,384.3,4.2,2.47,9.9,24.093,402
2020-09-10T00:00:00.000Z,0.68,5.07,1.6,1.12,3.05,1.081,347
2020-09-11T00:00:00.000Z,0.9,5.78,2.92,2.37,3.78,1.051,317
2020-09-12T00:00:00.000Z,0.7,276.35,4.34,3.7,5.87,22.262,298
2020-09-13T00:00:00.000Z,0.43,5.12,2,1.27,3.58,1.233,239
2020-09-14T00:00:00.000Z,1.9,12.2,5.68,3.42,7.7,2.773,131
2020-09-15T00:00:00.000Z,2.25,34.45,7.14,3.35,9.57,4.94,258
2020-09-16T00:00:00.000Z,0.4,1.12,0.54,0.5,0.6,0.121,38
2020-09-17T00:00:00.000Z,0.3,2.35,0.62,0.5,0.85,0.29,153
2020-09-18T00:00:00.000Z,0.45,5.95,1.2,0.85,1.87,1.053,330
2020-09-19T00:00:00.000Z,1.3,7.8,3.71,2.1,4.55,1.598,322
2020-09-20T00:00:00.000Z,2.02,12.13,4.9,3.6,7.1,2.188,239
